CASE_ID,CASE_TYPE,CASE_OPEN_DATE,CASE_CLOSED_DATE,CASE_REOPEN_DATE,DISAB_FLG
SD48608603,Emp and Assistance,1994-09-08,2017-10-13,2016-10-28,N
SD47672033,Emp and Assistance,2000-09-14,2010-11-03,2010-06-17,N
SD47073888,Emp and Assistance,1994-07-21,2016-07-23,2015-10-05,Y
SD47600711,Emp and Assistance,1991-08-07,1998-04-17,1998-01-26,N
SD48874252,Emp and Assistance,1992-02-05,2009-07-31,2001-08-31,Y
SD860966354,Emp and Assistance,2017-07-05,2022-12-21,2018-10-30,Y
SD47139157,Emp and Assistance,1991-11-28,2020-05-21,1996-02-01,N
SD47939747,Emp and Assistance,2003-05-07,2019-10-09,2019-08-15,N
SD47738375,Emp and Assistance,1999-08-24,2022-08-19,2008-06-06,Y
SD657674772,Emp and Assistance,2016-03-10,2022-06-17,2018-10-16,N
SD47710344,Emp and Assistance,1994-04-06,2002-05-13,1994-09-02,N
SD47226227,Emp and Assistance,1998-10-30,2002-09-20,2000-03-13,Y
SD47264366,Emp and Assistance,1994-04-07,2015-07-09,2014-01-10,N
SD47479616,Emp and Assistance,2005-05-02,2013-09-25,2012-10-29,N
SD47447023,Emp and Assistance,1999-01-26,2002-07-19,2002-01-09,N
SD47741550,Emp and Assistance,2008-12-11,2011-04-11,2010-06-22,Y
SD47206387,Emp and Assistance,2009-02-20,2021-11-12,2020-04-23,N
SD48142457,Emp and Assistance,1994-07-06,2011-07-15,2010-06-01,N
SD48875850,Emp and Assistance,1991-12-20,2022-09-07,2019-05-22,Y
SD48187367,Emp and Assistance,2005-05-03,2012-03-02,2011-10-04,N
SD47142629,Emp and Assistance,1998-02-24,2008-01-10,2005-12-28,N
SD47017277,Emp and Assistance,1997-08-06,2010-10-01,2009-02-10,N
SD47132917,Emp and Assistance,1997-07-14,2003-02-10,2002-11-25,N
SD48641588,Emp and Assistance,2004-06-08,2020-04-18,2014-04-15,N
SD47879327,Emp and Assistance,1992-09-10,2009-08-21,2009-02-13,N
SD47603410,Emp and Assistance,2002-01-28,2012-02-17,2011-11-04,Y
SD47167753,Emp and Assistance,1998-03-04,2001-07-16,2000-01-07,N
SD48514167,Emp and Assistance,1998-02-19,2018-09-21,2018-09-13,Y
SD47162768,Emp and Assistance,1996-07-05,2003-06-23,2001-07-23,N
SD47378816,Emp and Assistance,1997-04-15,2022-11-18,2021-08-24,N
SD791474660,Emp and Assistance,2017-01-24,2023-09-15,2022-01-20,N
SD48586062,Emp and Assistance,1994-02-10,2022-10-18,2022-10-07,N
SD47817374,Emp and Assistance,2008-05-28,2022-09-16,2022-06-09,N
SD47874574,Emp and Assistance,1999-08-17,2003-12-10,1999-09-20,N
SD48626193,Emp and Assistance,1992-09-21,2017-03-18,2016-10-24,N
SD1130100631,Emp and Assistance,2019-04-15,2023-08-18,2023-05-03,N
SD635755914,Emp and Assistance,2016-01-21,2022-07-19,2022-06-22,N
SD919814851,Emp and Assistance,2017-11-28,2019-10-16,2019-05-23,N
SD48998998,Emp and Assistance,2001-04-19,2022-10-21,2017-06-02,N
SD1212805226,Emp and Assistance,2020-01-03,2023-06-14,2023-06-12,N
SD47831559,Emp and Assistance,1999-05-20,2002-05-02,2002-05-02,N
SD1100555201,Emp and Assistance,2019-01-31,2023-04-14,2020-08-27,N
SD758192348,Emp and Assistance,2016-11-03,2022-09-16,2020-06-17,N
SD752237534,Emp and Assistance,2016-10-20,2020-12-12,2020-09-02,N
SD672899313,Emp and Assistance,2016-04-15,2023-05-08,2020-09-14,Y
SD47145458,Emp and Assistance,1991-06-21,2006-09-19,2006-01-05,N
SD82625187,Emp and Assistance,2012-09-24,2022-06-07,2022-01-18,Y
SD48768184,Emp and Assistance,1994-12-06,2000-09-05,2000-05-12,Y
SD367355572,Emp and Assistance,2014-05-30,2019-08-17,2019-05-13,N
SD47832294,Emp and Assistance,2008-07-02,2015-02-11,2013-03-07,N
SD47069321,Emp and Assistance,2000-07-17,2004-10-01,2003-09-26,N
SD47050907,Emp and Assistance,1997-09-03,2004-04-13,2000-06-06,N
SD48795053,Emp and Assistance,2001-08-02,2017-09-01,2017-06-21,N
SD48141682,Emp and Assistance,1992-01-03,2010-11-19,2010-06-21,N
SD47394854,Emp and Assistance,1997-12-02,2002-05-16,2002-03-04,N
SD47772561,Emp and Assistance,1993-04-15,1997-06-11,1996-06-28,Y
SD48051812,Emp and Assistance,1991-10-25,2006-03-08,2005-12-22,Y
SD48575789,Emp and Assistance,1998-07-28,2008-09-19,1998-08-12,N
SD808336305,Emp and Assistance,2017-03-03,2022-11-18,2019-09-03,N
SD48505506,Emp and Assistance,1996-03-15,2011-06-16,2010-10-19,N
SD48911027,Emp and Assistance,1992-04-06,2015-10-17,2015-07-06,N
SD352108589,Emp and Assistance,2014-05-01,2018-03-28,2016-12-08,Y
SD1340652757,Emp and Assistance,2022-05-20,2023-02-11,2022-06-08,N
SD47193136,Emp and Assistance,2009-08-07,2021-08-25,2014-06-11,Y
SD47617434,Emp and Assistance,1995-08-31,2019-09-05,2019-01-23,N
SD46974672,Emp and Assistance,2009-06-17,2010-05-14,2010-02-23,N
SD601334200,Emp and Assistance,2015-10-29,2023-05-30,2018-11-29,Y
SD48981754,Emp and Assistance,1998-10-27,2003-02-10,2002-10-09,N
SD904045192,Emp and Assistance,2017-10-23,2022-05-04,2019-06-11,N
SD785761812,Emp and Assistance,2017-01-11,2019-06-22,2017-10-17,N
SD755727882,Emp and Assistance,2016-10-28,2023-06-12,2023-04-04,N
SD675090902,Emp and Assistance,2016-04-21,2023-04-05,2022-10-19,N
SD47969439,Emp and Assistance,2010-01-26,2012-04-17,2011-12-13,N
SD47305248,Emp and Assistance,1996-06-06,1997-10-09,1997-08-14,N
SD47046350,Emp and Assistance,1999-10-14,2009-11-13,2009-08-13,N
SD49044977,Emp and Assistance,1994-08-30,2008-03-12,2007-09-14,Y
SD47710955,Emp and Assistance,1994-04-25,2003-08-11,2001-04-18,N
SD47749788,Emp and Assistance,1991-07-31,2009-12-11,2007-11-26,N
SD48322076,Emp and Assistance,1992-06-01,2003-09-18,2003-03-18,Y
SD165158272,Emp and Assistance,2013-03-13,2019-11-14,2018-07-24,Y
SD1052164883,Emp and Assistance,2018-10-16,2023-09-15,2019-05-03,Y
SD48949764,Emp and Assistance,2001-11-26,2010-11-19,2010-02-25,N
SD48900417,Emp and Assistance,2000-08-14,2010-03-19,2009-10-01,N
SD47497761,Emp and Assistance,1991-10-10,2002-06-06,1998-01-22,Y
SD48034870,Emp and Assistance,1992-03-18,1998-12-22,1998-10-27,N
SD592028121,Emp and Assistance,2015-10-07,2020-08-13,2019-03-01,N
SD855166073,Emp and Assistance,2017-06-20,2021-11-12,2019-07-10,N
SD48104103,Emp and Assistance,1991-08-08,2010-07-15,2009-02-24,N
SD48915181,Emp and Assistance,1997-08-11,2003-01-31,2002-07-03,N
SD994775232,Emp and Assistance,2018-05-30,2022-09-13,2021-05-06,Y
SD48407504,Emp and Assistance,1996-06-24,2023-08-03,2002-06-19,Y
SD46964124,Emp and Assistance,1994-09-20,2004-03-24,2001-12-12,Y
SD47162684,Emp and Assistance,1996-06-25,2004-05-06,2002-01-04,Y
SD47167707,Emp and Assistance,1998-03-12,2003-04-01,2001-12-03,N
SD1030560455,Emp and Assistance,2018-08-23,2023-07-05,2023-02-23,N
SD977672444,Emp and Assistance,2018-04-18,2022-11-18,2022-01-28,N
SD48514206,Emp and Assistance,1994-08-17,2002-03-15,2000-05-25,Y
SD1175314834,Emp and Assistance,2019-09-12,2023-02-11,2020-03-26,N
SD48876640,Emp and Assistance,2011-05-31,2022-05-12,2021-11-08,Y
SD1071144731,Emp and Assistance,2018-11-29,2023-01-13,2020-01-07,N
SD933454641,Emp and Assistance,2018-01-05,2023-07-14,2022-03-01,N
SD48577433,Emp and Assistance,1997-10-21,2020-09-01,1998-02-13,Y
SD689165987,Emp and Assistance,2016-05-20,2022-11-18,2021-12-15,N
SD859567773,Emp and Assistance,2017-06-30,2022-01-15,2021-10-04,N
SD971555987,Emp and Assistance,2018-04-05,2022-08-19,2020-01-15,N
SD679979797,Emp and Assistance,2016-05-02,2019-01-09,2018-01-31,N
SD1029000581,Emp and Assistance,2018-08-20,2023-02-11,2021-09-22,N
SD1114792119,Emp and Assistance,2019-03-07,2022-03-01,2019-11-08,N
SD47689833,Emp and Assistance,1994-06-24,2021-10-07,1995-11-06,Y
SD48780855,Emp and Assistance,1995-10-05,2013-05-18,2012-02-27,N
SD1165013374,Emp and Assistance,2019-08-08,2022-11-18,2021-12-13,N
SD872731118,Emp and Assistance,2017-08-02,2022-06-17,2018-05-08,N
SD762956636,Emp and Assistance,2016-11-15,2023-05-12,2022-12-08,N
SD234971418,Emp and Assistance,2013-08-15,2022-09-02,2015-04-17,N
SD1087465751,Emp and Assistance,2019-01-11,2023-08-24,2023-03-27,N
SD1031054689,Emp and Assistance,2018-08-24,2023-03-17,2022-08-24,N
SD787180939,Emp and Assistance,2017-01-13,2023-06-16,2022-06-30,N
SD1167105233,Emp and Assistance,2019-08-15,2023-07-14,2022-09-14,N
SD369495209,Emp and Assistance,2014-06-04,2016-01-29,2015-11-26,N
SD48182434,Emp and Assistance,1995-01-20,2020-05-06,1997-05-23,Y
SD715949969,Emp and Assistance,2016-07-21,2022-10-21,2021-12-10,N
SD1024801514,Emp and Assistance,2018-08-08,2020-11-14,2019-06-27,N
SD851875535,Emp and Assistance,2017-06-12,2023-09-14,2019-02-27,Y
SD47084897,Emp and Assistance,1992-11-12,2022-08-31,1999-11-18,Y
SD849276652,Emp and Assistance,2017-06-06,2021-08-04,2020-11-05,N
SD956226661,Emp and Assistance,2018-02-27,2023-05-12,2019-05-02,N
SD48344958,Emp and Assistance,1991-03-28,2023-03-16,2012-07-10,Y
SD87595119,Emp and Assistance,2012-10-04,2022-05-26,2014-08-28,Y
SD1105344209,Emp and Assistance,2019-02-12,2023-06-16,2022-06-06,N
SD1066681137,Emp and Assistance,2018-11-20,2021-04-17,2020-09-24,N
SD765737228,Emp and Assistance,2016-11-22,2018-09-21,2017-10-10,N
SD48382523,Emp and Assistance,2012-05-29,2015-12-02,2015-09-15,N
SD546992687,Emp and Assistance,2015-06-24,2022-12-19,2022-06-20,N
SD47650990,Emp and Assistance,1995-03-31,2017-06-15,1996-03-01,Y
SD342919784,Emp and Assistance,2014-04-10,2022-12-14,2018-10-15,N
SD766227670,Emp and Assistance,2016-11-23,2023-05-10,2019-05-03,Y
SD1073135172,Emp and Assistance,2018-12-04,2022-12-02,2022-03-02,N
SD1082821792,Emp and Assistance,2018-12-31,2020-07-08,2020-04-17,N
SD893547078,Emp and Assistance,2017-09-27,2018-03-28,2018-02-20,N
SD1100005436,Emp and Assistance,2019-01-30,2023-05-17,2023-05-03,N
SD1274652643,Emp and Assistance,2020-06-23,2023-01-13,2022-10-14,N
SD48019665,Emp and Assistance,1992-04-14,2021-01-14,2005-07-29,Y
SD47278836,Emp and Assistance,1998-07-20,2020-06-05,2001-07-26,Y
SD1304524282,Emp and Assistance,2021-03-19,2023-03-28,2023-02-13,N
SD968344831,Emp and Assistance,2018-03-27,2020-11-14,2020-03-03,N
SD1107533180,Emp and Assistance,2019-02-19,2022-02-14,2020-05-08,N
SD1105344358,Emp and Assistance,2019-02-12,2023-02-11,2022-07-11,N
SD48899248,Emp and Assistance,1993-09-20,2023-08-28,1994-12-29,Y
SD703240007,Emp and Assistance,2016-06-21,2021-09-21,2020-03-16,N
SD547713595,Emp and Assistance,2015-06-25,2023-05-12,2021-12-13,N
SD856432329,Emp and Assistance,2017-06-22,2023-01-11,2021-07-19,Y
SD240933559,Emp and Assistance,2013-08-30,2022-10-21,2022-03-15,N
SD1078785070,Emp and Assistance,2018-12-18,2023-07-14,2022-06-09,N
SD483964864,Emp and Assistance,2015-02-06,2022-07-15,2021-11-24,N
SD48799609,Emp and Assistance,2005-08-16,2020-08-12,2005-11-28,Y
SD757582651,Emp and Assistance,2016-11-02,2022-10-21,2018-09-18,N
SD847246586,Emp and Assistance,2017-06-01,2022-11-18,2018-06-29,N
SD861475219,Emp and Assistance,2017-07-06,2023-01-13,2021-07-02,N
SD47110154,Emp and Assistance,1996-03-08,2022-04-28,2008-08-06,Y
SD552496228,Emp and Assistance,2015-07-07,2016-06-13,2015-12-22,N
SD48899310,Emp and Assistance,1992-08-06,2023-06-16,2019-11-22,N
SD512215634,Emp and Assistance,2015-04-09,2023-06-16,2021-09-16,N
SD1119102734,Emp and Assistance,2019-03-19,2022-10-21,2021-04-22,N
SD70861931,Emp and Assistance,2012-08-24,2018-11-13,2014-10-14,N
SD879753666,Emp and Assistance,2017-08-22,2023-09-15,2022-05-18,N
SD1290316196,Emp and Assistance,2020-10-02,2022-05-19,2021-04-28,N
SD1289507482,Emp and Assistance,2020-09-23,2022-10-11,2021-10-27,Y
SD47127467,Emp and Assistance,1992-03-30,2019-11-08,1993-05-31,N
SD605751086,Emp and Assistance,2015-11-09,2022-11-14,2021-02-18,N
SD706398286,Emp and Assistance,2016-06-28,2022-10-20,2021-02-05,N
SD866018040,Emp and Assistance,2017-07-17,2022-09-16,2022-05-12,N
SD767565257,Emp and Assistance,2016-11-25,2023-03-17,2021-02-12,N
SD655382565,Emp and Assistance,2016-03-04,2018-04-21,2017-08-30,N
SD835773373,Emp and Assistance,2017-05-05,2023-04-14,2021-11-18,N
SD1309911081,Emp and Assistance,2021-05-28,2023-05-16,2023-04-24,N
SD110641476,Emp and Assistance,2012-11-16,2017-06-17,2017-02-20,N
SD869179378,Emp and Assistance,2017-07-25,2022-09-16,2021-11-10,N
SD1043417821,Emp and Assistance,2018-09-25,2022-11-09,2019-11-12,Y
SD631812354,Emp and Assistance,2016-01-12,2023-02-22,2022-03-28,N
SD789451925,Emp and Assistance,2017-01-19,2022-06-24,2017-12-01,Y
SD965779974,Emp and Assistance,2018-03-21,2023-09-15,2023-01-18,N
SD1215272234,Bus Pass,2020-01-10,2023-02-09,2023-02-09,Y
SD46998336,Emp and Assistance,1992-06-17,2019-04-12,1997-05-09,Y
SD630335973,Emp and Assistance,2016-01-08,2022-03-03,2017-10-11,Y
SD965773971,Emp and Assistance,2018-03-21,2019-10-25,2019-09-25,N
SD1033860890,Emp and Assistance,2018-08-31,2023-08-15,2022-04-01,N
SD995855595,Emp and Assistance,2018-06-01,2023-09-14,2019-03-14,N
SD971553599,Emp and Assistance,2018-04-05,2022-11-18,2018-04-05,N
SD502095875,Emp and Assistance,2015-03-17,2022-02-09,2015-09-18,N
SD369494989,Emp and Assistance,2014-06-04,2015-09-18,2015-01-28,N
SD1259553599,Emp and Assistance,2020-05-11,2021-07-17,2021-04-14,N
SD974025902,Emp and Assistance,2018-04-11,2022-06-14,2022-02-17,N
SD994213872,Emp and Assistance,2018-05-29,2021-11-12,2021-07-26,N
SD1115334906,Emp and Assistance,2019-03-08,2020-07-18,2019-09-04,N
SD1290316218,Emp and Assistance,2020-10-02,2023-07-14,2021-10-18,N
SD643080109,Emp and Assistance,2016-02-05,2020-11-14,2016-05-10,N
SD242594737,Emp and Assistance,2013-09-04,2019-01-11,2017-08-15,N
SD1220020506,Emp and Assistance,2020-01-23,2022-12-17,2022-09-08,N
SD1345964881,Emp and Assistance,2022-07-20,2023-01-13,2022-10-04,N
SD1347115217,Emp and Assistance,2022-08-03,2022-11-18,2022-08-05,N
SD1171001872,Emp and Assistance,2019-08-29,2022-11-18,2022-04-05,N
SD1251025863,Emp and Assistance,2020-04-17,2022-07-15,2021-11-08,N
SD1367700825,Emp and Assistance,2023-02-06,2023-05-12,2023-02-24,N
SD975113729,Emp and Assistance,2018-04-13,2023-04-14,2021-10-18,N
SD965223767,Emp and Assistance,2018-03-20,2023-01-05,2019-04-25,Y
SD1081065954,Emp and Assistance,2018-12-24,2021-01-16,2019-05-14,N
SD704474647,Emp and Assistance,2016-06-23,2021-10-22,2018-05-29,N
SD236121628,Emp and Assistance,2013-08-19,2022-06-06,2018-05-24,N
SD517326024,Emp and Assistance,2015-04-21,2023-01-13,2020-02-26,N
SD326972534,Emp and Assistance,2014-03-07,2023-01-13,2022-05-19,N
SD223330399,Emp and Assistance,2013-07-17,2022-10-13,2014-06-10,Y
SD492043454,Emp and Assistance,2015-02-24,2022-11-09,2015-08-25,Y
SD1240211497,Emp and Assistance,2020-03-18,2023-06-20,2022-06-08,N
SD71448051,Emp and Assistance,2012-08-28,2023-07-14,2022-12-28,N
SD1207886766,Emp and Assistance,2019-12-17,2023-09-12,2021-11-17,N
SD711927749,Emp and Assistance,2016-07-12,2022-12-17,2022-08-30,N
SD928559013,Emp and Assistance,2017-12-20,2019-11-07,2019-02-05,N
SD516316736,Emp and Assistance,2015-04-17,2023-09-14,2021-02-24,Y
SD315602716,Emp and Assistance,2014-02-12,2023-01-19,2022-11-02,N
SD986786521,Emp and Assistance,2018-05-10,2022-07-15,2021-10-26,N
SD47640888,Emp and Assistance,1993-10-29,2023-01-27,2003-04-07,Y
SD1095651290,Emp and Assistance,2019-01-25,2023-09-15,2022-01-14,N
SD573978079,Emp and Assistance,2015-08-25,2022-06-09,2021-06-04,Y
SD47083022,Emp and Assistance,2009-06-19,2011-06-24,2010-07-22,N
SD52211451,Emp and Assistance,2012-07-10,2023-06-16,2022-05-25,N
SD857352550,Emp and Assistance,2017-06-26,2019-12-18,2019-11-28,N
SD792420077,Emp and Assistance,2017-01-26,2023-01-13,2021-12-02,N
SD48047048,Emp and Assistance,1998-02-19,2022-03-08,2005-08-09,Y
SD743185243,Emp and Assistance,2016-09-28,2022-05-20,2021-07-19,N
SD47403582,Emp and Assistance,1993-12-06,2023-06-16,2017-09-14,N
SD165158163,Emp and Assistance,2013-03-13,2023-07-17,2015-09-23,Y
SD654733480,Emp and Assistance,2016-03-03,2022-05-31,2022-05-31,N
SD676868300,Emp and Assistance,2016-04-26,2022-09-16,2021-12-07,N
SD794217658,Emp and Assistance,2017-01-30,2022-05-31,2022-05-31,N
SD424308004,Emp and Assistance,2014-10-06,2023-01-13,2022-03-15,N
SD1253334894,Emp and Assistance,2020-04-24,2023-03-30,2022-09-07,N
SD1328969168,Emp and Assistance,2022-01-20,2023-01-13,2022-10-17,N
SD1218656471,Emp and Assistance,2020-01-20,2023-04-12,2022-11-29,N
SD880875425,Emp and Assistance,2017-08-24,2023-09-13,2021-05-28,N
SD131129882,Emp and Assistance,2013-01-04,2023-06-16,2016-06-13,N
SD46969320,Emp and Assistance,2009-03-11,2022-06-30,2017-11-01,Y
SD831893425,Emp and Assistance,2017-04-27,2018-02-05,2017-11-22,N
SD611501708,Emp and Assistance,2015-11-23,2020-06-23,2020-04-06,N
SD703735275,Emp and Assistance,2016-06-22,2019-10-10,2019-06-19,N
SD994215249,Emp and Assistance,2018-05-29,2022-04-21,2019-10-18,N
SD1315070047,Emp and Assistance,2021-08-05,2023-05-12,2022-08-25,N
SD49042801,Emp and Assistance,2012-05-16,2023-09-15,2021-12-13,N
SD48992657,Emp and Assistance,1993-10-05,2022-02-12,2021-10-13,N
SD1061890815,Emp and Assistance,2018-11-07,2022-09-16,2022-03-03,N
SD225008898,Emp and Assistance,2013-07-22,2022-09-16,2021-03-18,N
SD555468040,Emp and Assistance,2015-07-14,2019-06-11,2019-05-07,N
SD1171395968,Emp and Assistance,2019-08-30,2023-07-14,2022-08-22,N
SD1321586635,Emp and Assistance,2021-10-28,2023-04-14,2022-08-25,N
SD1284807603,Emp and Assistance,2020-07-24,2023-04-14,2022-08-04,N
SD369058711,Emp and Assistance,2014-06-03,2022-04-14,2018-12-31,N
SD798632539,Emp and Assistance,2017-02-08,2022-06-17,2021-10-22,N
SD692924194,Emp and Assistance,2016-05-31,2022-11-15,2021-02-16,N
SD834054304,Emp and Assistance,2017-05-02,2019-07-12,2017-09-28,N
SD1235058590,Emp and Assistance,2020-03-04,2023-06-20,2023-06-20,N
SD451240295,Emp and Assistance,2014-12-01,2023-09-15,2023-06-16,N
SD1295717371,Emp and Assistance,2020-12-02,2022-06-17,2022-01-05,N
SD1288791334,Emp and Assistance,2020-09-15,2022-09-16,2020-10-27,N
SD1291177585,Emp and Assistance,2020-10-14,2022-03-02,2021-10-18,Y
SD1248037281,Emp and Assistance,2020-04-08,2022-12-17,2022-05-06,N
SD71448031,Emp and Assistance,2012-08-28,2022-06-07,2017-08-24,Y
SD1150679716,Emp and Assistance,2019-06-21,2023-08-18,2020-12-17,N
SD1132663846,Emp and Assistance,2019-04-25,2023-04-14,2019-09-06,N
SD988794917,Emp and Assistance,2018-05-15,2022-12-17,2022-03-31,N
SD1284641423,Emp and Assistance,2020-07-23,2023-08-18,2023-04-28,N
SD61233637,Emp and Assistance,2012-07-31,2018-07-20,2015-04-29,N
SD48262587,Emp and Assistance,1991-05-16,2022-04-11,2015-10-29,Y
SD346486669,Emp and Assistance,2014-04-17,2023-03-17,2019-11-14,N
SD1299627318,Emp and Assistance,2021-01-19,2023-09-15,2022-11-09,N
SD1219581419,Emp and Assistance,2020-01-22,2022-06-17,2021-03-08,N
SD1359187122,Emp and Assistance,2022-11-09,2023-08-18,2023-05-19,N
SD964075969,Emp and Assistance,2018-03-15,2023-01-06,2021-04-27,N
SD1224177091,Emp and Assistance,2020-02-03,2022-09-02,2021-11-17,N
SD142447812,Emp and Assistance,2013-01-29,2023-03-27,2021-05-20,N
SD729207157,Emp and Assistance,2016-08-25,2023-07-13,2023-04-28,N
SD48322143,Emp and Assistance,1992-10-28,2015-10-17,2014-12-01,N
SD901149012,Emp and Assistance,2017-10-16,2019-04-30,2019-01-30,N
SD702140327,Emp and Assistance,2016-06-17,2022-12-17,2022-06-01,N
SD866915092,Emp and Assistance,2017-07-19,2022-05-13,2018-10-10,Y
SD373834474,Emp and Assistance,2014-06-12,2015-09-14,2015-08-25,N
SD143620732,Emp and Assistance,2013-01-31,2021-06-29,2021-06-22,N
SD1279791438,Emp and Assistance,2020-07-08,2023-04-19,2022-09-07,N
SD1228768165,Emp and Assistance,2020-02-14,2023-09-15,2023-06-23,N
SD1331498214,Emp and Assistance,2022-02-18,2023-09-15,2022-10-17,N
SD47082735,Emp and Assistance,2009-03-30,2013-05-14,2013-01-29,N
SD1228767870,Emp and Assistance,2020-02-14,2022-09-12,2021-12-15,N
SD47188604,Emp and Assistance,1992-02-18,2021-08-03,2002-06-06,N
SD47454800,Emp and Assistance,1991-10-17,2022-11-09,2006-05-18,Y
SD48251886,Emp and Assistance,1994-04-14,2021-12-01,1999-11-01,Y
SD48503325,Emp and Assistance,2011-07-18,2014-10-16,2014-05-28,N
SD48993636,Emp and Assistance,1994-01-26,2012-03-20,2012-03-19,N
SD1263054750,Emp and Assistance,2020-05-21,2023-05-12,2022-10-12,N
SD1304524199,Emp and Assistance,2021-03-19,2023-07-12,2022-12-05,N
SD1320318659,Emp and Assistance,2021-10-13,2023-09-15,2022-03-25,N
SD982094624,Emp and Assistance,2018-04-30,2022-12-13,2022-11-03,N
SD146941886,Emp and Assistance,2013-02-07,2013-04-29,2013-04-29,N
SD212473130,Emp and Assistance,2013-06-21,2023-03-17,2019-01-16,N
SD1236734914,Emp and Assistance,2020-03-09,2022-09-16,2021-11-17,N
SD199348417,Emp and Assistance,2013-05-27,2022-10-21,2022-01-20,N
SD48626798,Emp and Assistance,1997-10-16,2004-09-02,2001-07-25,N
SD1328292095,Emp and Assistance,2022-01-13,2023-05-25,2023-02-28,N
SD47511753,Emp and Assistance,2005-06-14,2015-10-07,2009-09-22,N
SD47243435,Emp and Assistance,1999-02-18,2019-10-31,2007-06-14,Y
SD1287063832,Emp and Assistance,2020-08-25,2022-10-21,2021-08-19,N
SD48979670,Emp and Assistance,1992-01-14,2011-08-17,2011-05-02,N
SD48184356,Emp and Assistance,2008-09-30,2016-10-03,2016-04-26,N
SD122734300,Emp and Assistance,2012-12-13,2021-01-15,2018-03-19,Y
SD364950380,Emp and Assistance,2014-05-26,2018-05-19,2018-01-05,N
SD1313797525,Emp and Assistance,2021-07-19,2023-05-12,2022-06-16,N
SD248538416,Emp and Assistance,2013-09-17,2015-02-02,2014-06-09,N
SD1242061570,Emp and Assistance,2020-03-23,2022-08-19,2021-10-18,N
SD1318478362,Emp and Assistance,2021-09-20,2023-06-16,2022-09-16,N
SD48288693,Emp and Assistance,2012-04-05,2018-04-21,2017-06-15,N
SD1365959947,Emp and Assistance,2023-01-18,2023-05-17,2023-05-17,N
SD138241569,Emp and Assistance,2013-01-21,2023-01-13,2016-08-23,N
SD48913755,Emp and Assistance,2012-06-12,2016-08-20,2014-01-14,Y
SD1290316282,Emp and Assistance,2020-10-02,2023-05-04,2022-04-27,N
SD1306947896,Emp and Assistance,2021-04-16,2023-08-18,2022-10-11,N
SD222700085,Emp and Assistance,2013-07-16,2019-08-07,2019-01-24,N
SD714805052,Emp and Assistance,2016-07-19,2022-05-20,2022-02-18,N
